File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\check_nesting.cpp,"CheckNesting::is_transparent_parent(Statement_Ptr parent, Statement_Ptr grandparent)",14,12,4,1,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\check_nesting.cpp,CheckNesting::is_charset(Statement_Ptr n),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\check_nesting.cpp,CheckNesting::is_mixin(Statement_Ptr n),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\check_nesting.cpp,CheckNesting::is_function(Statement_Ptr n),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\check_nesting.cpp,CheckNesting::is_root_node(Statement_Ptr n),5,4,4,2,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\check_nesting.cpp,CheckNesting::is_at_root_node(Statement_Ptr n),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\check_nesting.cpp,CheckNesting::is_directive_node(Statement_Ptr n),5,5,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\color_maps.cpp,name_to_color(const char* key),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\color_maps.cpp,name_to_color(const std::string& key),10,8,8,3,1,0,1,5,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\color_maps.cpp,color_to_name(const int key),6,6,5,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\color_maps.cpp,color_to_name(const double key),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\color_maps.cpp,color_to_name(const Color& c),5,5,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"sort_importers(const Sass_Importer_Entry& i, const Sass_Importer_Entry& j)",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,safe_input(const char* in_path),5,3,3,1,0,0,2,10,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"safe_output(const char* out_path, const std::string& input_path = """")",10,7,6,3,0,0,3,20,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::Context(struct Sass_Context& c_ctx),24,12,12,4,6,0,6,54,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::add_c_function(Sass_Function_Entry function),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::add_c_header(Sass_Importer_Entry header),4,3,3,0,0,0,1,9,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::add_c_importer(Sass_Importer_Entry importer),4,3,3,0,0,0,1,9,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::~Context(),18,13,11,3,0,0,5,39,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Data_Context::~Data_Context(),6,1,1,0,0,0,5,37,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,File_Context::~File_Context(),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::collect_include_paths(const char* paths_str),21,19,15,6,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::collect_include_paths(string_list* paths_array),6,6,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::collect_plugin_paths(const char* paths_str),21,19,15,6,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::collect_plugin_paths(string_list* paths_array),6,6,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::find_includes(const Importer& import),14,9,7,3,0,0,5,44,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"Context::register_resource(const Include& inc, const Resource& res)",77,37,28,3,9,0,31,179,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"Context::register_resource(const Include& inc, const Resource& res, ParserState& prstate)",4,4,4,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"Context::load_import(const Importer& imp, ParserState pstate)",36,21,19,6,5,0,10,64,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"Context::import_url(Import_Ptr imp, std::string load_path, const std::string& ctx_path)",35,27,22,3,5,0,3,33,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"Context::call_loader(const std::string& load_path, const char* ctx_path, ParserState& pstate, Import_Ptr imp, std::vector<Sass_Importer_Entry> importers, bool only_one)",76,45,40,9,0,0,31,164,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::render(Block_Obj root),25,16,13,4,0,0,9,52,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"Context::apply_custom_headers(Block_Obj root, const char* ctx_path, ParserState pstate)",14,8,7,2,0,0,6,42,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,File_Context::parse(),43,19,16,4,10,0,14,97,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Data_Context::parse(),38,20,16,3,7,0,11,74,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::compile(),44,26,23,6,1,1,17,85,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::format_embedded_source_map(),9,9,9,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::format_source_mapping_url(const std::string& file),3,3,3,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,Context::render_srcmap(),4,4,4,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"Context::get_included_files(bool skip, size_t headers)",9,8,8,3,0,0,1,8,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"register_function(Context& ctx, Signature sig, Native_Function f, Env* env)",4,4,4,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"register_function(Context& ctx, Signature sig, Native_Function f, size_t arity, Env* env)",6,6,6,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"register_overload_stub(Context& ctx, std::string name, Env* env)",9,9,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"register_built_in_functions(Context& ctx, Env* env)",101,89,89,0,0,0,12,25,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"register_c_functions(Context& ctx, Env* env, Sass_Function_List descrs)",5,5,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\context.cpp,"register_c_function(Context& ctx, Env* env, Sass_Function_Entry descr)",4,4,4,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::Cssize(Context& ctx),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::parent(),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::operator()(Block_Ptr b),7,6,6,1,0,0,1,1,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::operator()(Trace_Ptr t),5,5,5,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::operator()(Declaration_Ptr d),37,32,20,7,5,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::operator()(Directive_Ptr r),47,40,29,11,7,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::operator()(Keyframe_Rule_Ptr r),9,7,5,3,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::operator()(Ruleset_Ptr r),64,49,33,10,8,0,7,47,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::operator()(Null_Ptr m),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::operator()(Media_Block_Ptr m),18,13,8,3,5,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::operator()(Supports_Block_Ptr m),18,13,8,3,5,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::operator()(At_Root_Block_Ptr m),25,21,15,9,3,0,1,1,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::bubble(Directive_Ptr m),18,16,12,2,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::bubble(At_Root_Block_Ptr m),18,17,13,3,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::bubble(Supports_Block_Ptr m),22,18,12,1,4,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::bubble(Media_Block_Ptr m),21,17,11,1,4,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::bubblable(Statement_Ptr s),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::flatten(Block_Ptr b),15,15,11,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::slice_by_bubble(Block_Ptr b),20,18,13,3,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,"Cssize::debubble(Block_Ptr children, Statement_Ptr parent)",87,74,47,13,12,0,1,8,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,Cssize::fallback_impl(AST_Node_Ptr n),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,"Cssize::append_block(Block_Ptr b, Block_Ptr cur)",12,12,8,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,"Cssize::merge_media_queries(Media_Block_Ptr m1, Media_Block_Ptr m2)",18,16,11,4,2,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\cssize.cpp,"Cssize::merge_media_query(Media_Query_Ptr mq1, Media_Query_Ptr mq2)",50,41,30,10,9,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::Emitter(struct Sass_Output_Options& opt),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::get_buffer(void),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::output_style(void) const,2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::add_source_index(size_t idx),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::render_srcmap(Context &ctx),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::set_filename(const std::string& str),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::schedule_mapping(const AST_Node_Ptr node),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::add_open_mapping(const AST_Node_Ptr node),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::add_close_mapping(const AST_Node_Ptr node),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::remap(const ParserState& pstate),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::finalize(bool final),7,7,5,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::flush_schedules(void),20,17,14,3,2,0,1,3,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::prepend_output(const OutputBuffer& output),3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::prepend_string(const std::string& text),7,5,4,1,0,0,2,15,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::last_char(),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_char(const char chr),7,4,4,0,0,0,3,10,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_string(const std::string& text),18,10,9,1,2,0,6,21,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_wspace(const std::string& text),6,6,5,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,"Emitter::append_token(const std::string& text, const AST_Node_Ptr node)",11,9,8,1,0,0,2,9,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_indentation(),10,10,8,5,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_delimiter(),11,11,9,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_comma_separator(),4,3,3,0,0,0,1,3,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_colon_separator(),4,4,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_mandatory_space(),2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_optional_space(),9,9,6,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_special_linefeed(),6,6,4,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_optional_linefeed(),7,7,6,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_mandatory_linefeed(),6,5,4,1,0,0,1,1,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_scope_opener(AST_Node_Ptr node),9,8,8,1,0,0,1,1,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\emitter.cpp,Emitter::append_scope_closer(AST_Node_Ptr node),17,17,14,5,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,is_shadow_(false),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,is_shadow_(is_shadow),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,is_shadow_(is_shadow),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::link(Environment& env),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::link(Environment* env),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::is_lexical() const,2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::is_global() const,2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::local_frame(),2,2,2,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::has_local(const std::string& key) const,1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::find_local(const std::string& key),4,4,4,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::get_local(const std::string& key),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,"Environment<T>::set_local(const std::string& key, const T& val)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,"Environment<T>::set_local(const std::string& key, T&& val)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::del_local(const std::string& key),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::global_env(),6,6,5,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::has_global(const std::string& key),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::get_global(const std::string& key),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,"Environment<T>::set_global(const std::string& key, const T& val)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,"Environment<T>::set_global(const std::string& key, T&& val)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::del_global(const std::string& key),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::lexical_env(const std::string& key),9,9,7,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::has_lexical(const std::string& key) const,7,7,6,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,"Environment<T>::set_lexical(const std::string& key, const T& val)",13,13,11,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,"Environment<T>::set_lexical(const std::string& key, T&& val)",13,13,11,2,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::has(const std::string& key) const,9,9,7,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::find(const std::string& key),8,8,7,3,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\environment.cpp,Environment<T>::operator[](const std::string& key),9,9,7,4,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"Base::Base(ParserState pstate, std::string msg, Backtraces traces)",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"InvalidSass::InvalidSass(ParserState pstate, Backtraces traces, std::string msg)",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"InvalidParent::InvalidParent(Selector_Ptr parent, Backtraces traces, Selector_Ptr selector)",6,6,6,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"InvalidVarKwdType::InvalidVarKwdType(ParserState pstate, Backtraces traces, std::string name, const Argument_Ptr arg)",3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"InvalidArgumentType::InvalidArgumentType(ParserState pstate, Backtraces traces, std::string fn, std::string arg, std::string type, const Value_Ptr value)",5,5,5,1,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"MissingArgument::MissingArgument(ParserState pstate, Backtraces traces, std::string fn, std::string arg, std::string fntype)",4,4,4,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"InvalidSyntax::InvalidSyntax(ParserState pstate, Backtraces traces, std::string msg)",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"NestingLimitError::NestingLimitError(ParserState pstate, Backtraces traces, std::string msg)",1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"DuplicateKeyError::DuplicateKeyError(Backtraces traces, const Map& dup, const Expression& org)",6,6,6,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"TypeMismatch::TypeMismatch(Backtraces traces, const Expression& var, const std::string type)",5,5,5,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"InvalidValue::InvalidValue(Backtraces traces, const Expression& val)",3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"StackError::StackError(Backtraces traces, const AST_Node& node)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"IncompatibleUnits::IncompatibleUnits(const Units& lhs, const Units& rhs)",6,6,6,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"IncompatibleUnits::IncompatibleUnits(const UnitType lhs, const UnitType rhs)",6,6,6,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"AlphaChannelsNotEqual::AlphaChannelsNotEqual(Expression_Ptr_Const lhs, Expression_Ptr_Const rhs, enum Sass_OP op)",6,6,8,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"ZeroDivisionError::ZeroDivisionError(const Expression& lhs, const Expression& rhs)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"UndefinedOperation::UndefinedOperation(Expression_Ptr_Const lhs, Expression_Ptr_Const rhs, enum Sass_OP op)",6,6,8,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"InvalidNullOperation::InvalidNullOperation(Expression_Ptr_Const lhs, Expression_Ptr_Const rhs, enum Sass_OP op)",6,6,6,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"SassValueError::SassValueError(Backtraces traces, ParserState pstate, OperationError& err)",3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"warn(std::string msg, ParserState pstate)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"warning(std::string msg, ParserState pstate)",8,7,7,0,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"warn(std::string msg, ParserState pstate, Backtrace* bt)",2,2,2,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"deprecated_function(std::string msg, ParserState pstate)",9,8,8,0,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"deprecated(std::string msg, std::string msg2, bool with_column, ParserState pstate)",13,12,12,3,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"deprecated_bind(std::string msg, ParserState pstate)",9,8,8,0,1,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"coreError(std::string msg, ParserState pstate)",3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\error_handling.cpp,"error(std::string msg, ParserState pstate, Backtraces& traces)",3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\eval.cpp,Eval::Eval(Expand& exp),3,3,3,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\eval.cpp,Eval::~Eval(),1,1,1,0,0,0,0,0,
C:\Users\Vivek\Documents\erp_ionic\node_modules\node-sass\src\libsass\src\eval.cpp,Eval::environment(),2,2,2,1,0,0,0,0,
